Topic,Count,Name,Representation,Representative_Docs
393,21,393_detare_lundrim_detar_ndihmave,"['detare', 'lundrim', 'detar', 'ndihmave', 'lundruese', 'ndihmat', 'anijeve', 'ndërkombëtare', 'përparojnë', 'ndihmës']","['Zonja Kryetare, të nderuar kolegë, projekti i sotëm është jashtëzakonisht i rëndësishëm. U bënë 65 vjet që disa vende, të cilat e kuptojnë shumë mirë sigurinë detare, e kuptojnë shumë mirë se çfarë do të thotë të kesh një sistem lundrimi, u mblodhën së bashku dhe krijuan shoqatën ndërkombëtare të ndihmës detare në lundrim.', 'Sot në rendin e ditës kemi aderimin në konventën e organizatës ndërkombëtare “Për ndihmat detare në lundrim”.', 'Konventa synon të bashkojë qeveritë dhe organizatat që kanë të bëjnë me rregullimin, sigurimin, mirëmbajtjen ose funksionimin e ndihmave detare në lundrim, me qëllim që të përparojnë objektivat mbi lëvizjen e sigurt dhe efikase të anijeve në të gjithë botën për të mirën e komunitetit dhe mjedisit detar.']"
394,21,394_sundimin_reformave_rezolutë_antikorrupsionin,"['sundimin', 'reformave', 'rezolutë', 'antikorrupsionin', 'thellimin', 'mirëqeverisjen', '2030', 'projektrezolutë', 'shqipërinë', 'shqipërisë']","['Megjithatë, pavarësisht se si do të votoni, ende besoj se, përtej kartonit, edhe ju e dini mirë që rezoluta për thellimin e reformave, për mirëqeverisjen, sundimin e ligjit dhe antikorrupsionin për “Shqipërinë 2030 në Bashkimin Europian”, e propozuar për t’u votuar, nuk është asesi një ndryshim kursi i vendit, nuk është as një orientim i ri në drejtimin tjetër të korpusit të reformave paralele, të njëkohshme dhe të ndërlidhura që janë ndërmarrë, por është një vijim i natyrshëm dhe një thellim i reformimit, duke u nisur nga maja e më të mirës, që është bërë deri më tani, dhe një premtim e bindje politike për 125 Legjislatura e 10-të Viti 2024 çuarjen në një nivel tjetër të përpjekjeve për mirëqeverisje, antikorrupsion dhe sundim të ligjit, për ta bërë Shqipërinë e së nesërmes shumë më të mirë sesa sot, më europiane, më të ndershme, më të drejtë, për ta bërë të pakthyeshëm fatin europian të Shqipërisë dhe për ta ngritur flamurin e Shqipërisë në oborrin e Bashkimit Europian brenda vitit 2030.', '(Ndërhyrje pa mikrofon) Vazhdojmë me votimin e projektrezolutës “Për thellimin e reformave për mirëqeverisjen, sundimin e ligjit dhe antikorrupsionin për Shqipërinë 2030 në Bashkimin Europian”.', 'Kur them “projektrezolutë e rëndësishme”, kam parasysh përmbajtjen e saj për thellimin e reformave për mirëqeverisjen, sundimin e ligjit dhe antikorrupsionin për Shqipërinë e vitit 2030 në Bashkimin Europian.']"
395,21,395_punime_botim_seancat_përgatiti,"['punime', 'botim', 'seancat', 'përgatiti', 'kuvendit', 'botimeve', 'plenare', 'sesioni', 'znj', 'republika']","['Punime të Kuvendit Legjislatura e 10-të Viti 2022, nr. 4 Përgatiti për botim Drejtoria e Shërbimit të Botimeve Parlamentare PUNIME TË KUVENDIT Seancat plenare Viti 2022 4 Botim i Kuvendit Tiranë, 2023 Viti 2022 4 Legjislatura e 10-të 5 Legjislatura e 10-të Viti 2022 REPUBLIKA E SHQIPËRISË Punime të Kuvendit Seancat plenare LEGJISLATURA E 10-të Sesioni i dytë Drejton seancën Kryetarja e Kuvendit, znj.', 'Punime të Kuvendit Legjislatura e 10-të Viti 2022, nr. 5 Përgatiti për botim Drejtoria e Shërbimit të Botimeve Parlamentare PUNIME TË KUVENDIT Seancat plenare Viti 2022 5 Botim i Kuvendit Tiranë, 2023 Viti 2022 4 Legjislatura e 10-të 5 Legjislatura e 10-të Viti 2022 REPUBLIKA E SHQIPËRISË Punime të Kuvendit Seancat plenare LEGJISLATURA E 10-të Sesioni i dytë Drejton seancën Kryetarja e Kuvendit, znj.', 'Punime të Kuvendit Legjislatura e 10-të Viti 2022, nr. 1 Përgatiti për botim Drejtoria e Shërbimit të Botimeve Parlamentare PUNIME TË KUVENDIT Seancat plenare Viti 2022 1 Botim i Kuvendit Tiranë, 2023 Viti 2022 4 Legjislatura e 10-të 5 Legjislatura e 10-të Viti 2022 REPUBLIKA E SHQIPËRISË Punime të Kuvendit Seancat plenare LEGJISLATURA E 10-të Sesioni i dytë Drejton seancën Kryetarja e Kuvendit, znj.']"
396,21,396_9975_tatimin_ndryshuar_28,"['9975', 'tatimin', 'ndryshuar', '28', 'datë', '07', 'ardhurat', '2008', 'ligjin', 'taksat']","['Vijojmë me çështjen tjetër: projektligji “Për disa ndryshime në ligjin nr. 9975, datë 28.07.2008, “Për taksat kombëtare”, i ndryshuar””.', '9975, datë 28.07.2008, “Për taksat kombëtare”, i ndryshuar” 6. Projektligji “Për disa shtesa në ligjin nr.', '9975, datë 28.07.2008, “Për taksat kombëtare”, i ndryshuar”. Projektligji “Për disa shtesa në ligjin nr.']"
397,21,397_votimi_elektronikë_votim_hapet,"['votimi', 'elektronikë', 'votim', 'hapet', 'procedura', 'votimit', 'mbyllet', 'hapur', 'është', 'procedurat']","['Votimi është i hapur. Procedura e votimit: 1 votim me elektronikë. Hapet votimi. Mbyllet votimi.', 'Votimi është i hapur. Procedura e votimit: 1 votim me elektronikë. Hapet votimi. Mbyllet votimi.', 'Votimi është i hapur. Procedura e votimit: 1 votim me elektronikë. Hapet votimi. Mbyllet votimi.']"
398,20,398_projekt_projekte_filozofinë_projektin,"['projekt', 'projekte', 'filozofinë', 'projektin', 'segmente', 'ngurrim', 'qytetarin', 'di', 'afërsisë', 'parealizueshme']","['Zhvillimi ekonomik dhe social i qytetarëve është objektivi ynë. Duhet të keni parasysh që ne po mundohemi fort nëpërmjet tregut të hapur, nëpërmjet “Ballkanit të hapur”, të krijojmë më shumë vende pune, duke mbështetur inovacionin dhe prodhimin në sektorët strategjikë, por bashkë me këtë duke u kujdesur shumë edhe për profesionet e reja që duhen për të shkëmbyer më shumë midis nesh.', 'Këto janë arritje që plotësojnë filozofinë tonë në rritjen e afërsisë me qytetarin, me numrin e madh të investimeve infrastrukturore dhe me filozofinë tonë në çdo lloj shërbimi dhe në forcimin e çdo lloji institucioni.', 'Ajo që dua të theksoj është fakti se shpeshherë ndodh që të njëjtat subjekte të marrin disa projekte brenda një kohe të shkurtër, kur, në fakt, kapacitetet i kanë të kufizuara dhe është vështirë t’i përdorin në fillim për një projekt, dhe pastaj edhe për një projekt tjetër.']"
399,20,399_komision_komisione_hetimor_relacionet,"['komision', 'komisione', 'hetimor', 'relacionet', 'komisionit', 'konkluzionet', 'komisionin', 'dëgjuar', 'dhjetëra', 'komisionet']","['Pse e them këtë?! Mjafton të shohësh relacionet që na kanë ardhur bashkë me e-mail, për t’u trajtuar sot, në këtë seancë plenare dhe është lehtësisht e dukshme, se në relacionin e komisionit përgjegjës apo dhe në relacionet e komisioneve për dhënie mendimi, ka lloj- lloj xhevahiresh.', 'Gjatë këtyre ditëve e kam ndjekur me vëmendje maksimale komisionin hetimor, kam edhe eksperiencë me këto komisionet hetimore, në fakt, kam vërejtur seriozitetin e kolegëve të mi në përgjigje dhe përgatitje përballë pyetjeve të përgatitura me nxitim, me shtrëngim, me mesazhe, pa kokë, pa trup e pa këmbë.', 'Lindita Buxheli - E nderuar zonja Kryetare, Të nderuar deputetë, Në cilësinë e relatores së Komisionit për Edukimin dhe Medien, i cili është edhe komision përgjegjës, dua të them se ky komision ka diskutuar për këtë projektligj kaq të debatuar për disa ditë me radhë, madje në këtë komision për rreth pesë orë është dëgjuar edhe përfaqësia e studentëve, me të cilët diskutuam gjatë.']"
400,20,400_shërbimet_shërbimi_kolonja_njerëzore,"['shërbimet', 'shërbimi', 'kolonja', 'njerëzore', 'shërbime', 'shërbehet', 'kukës', 'burimet', 'njësitë', 'lokal']","['A e dini se sot nuk ka njerëz që të aplikojnë në zyrat e bashkive për të ofruar shërbimet minimale, jo më kur flasim për projekte të BE-së dhe për projekte, që lidhen me zhvillimin e kapaciteteve njerëzore në pushtetin lokal.', 'Sigurisht, ka zona ku edhe dëshira për të ofruar shërbim dhe mbulim, sipas kërkesës së të gjitha qytetarëve, ndonjëherë është e pamundur, jo vetëm në aspektin e burimeve njerëzore, sepse po të shikojmë burimet njerëzore për këto njësi të vetëqeverisjes vendore janë edhe zëri kryesor i shpenzimeve, me gati 45%, por ka edhe mungesë të konsiderueshme cilësie shërbimi dhe personeli në këto zona.', 'Këto slogane për banorët e Tropojës nuk vlejnë, sepse shërbimet nuk kanë vajtur te qytetarët, por vetëm sa u janë larguar dhe mohuar, si për shembull: shërbimi i kontrollit teknik të automjeteve kryhet në Kukës; shërbimi i tatim- taksave dhe i marrjes së vërtetimeve të thjeshta kryhet në Kukës; shërbimet e drejtorive të arsimit e shëndetësisë, përkatësisht në Lezhë dhe në Shkodër; mbyllja e Gjykatës së faktit shkalla e parë dhe transferimi i saj në Kukës, dhe bashkë me të edhe shkrirja e shërbimit të paraburgimit, që ka të bëjë edhe me largimin e transferimin jashtë rrethit të efektivëve të policisë së burgjeve.']"
401,20,401_psikotrope_lëndët_lëndë_narkotike,"['psikotrope', 'lëndët', 'lëndë', 'narkotike', 'narkotikëve', 'barnat', 'konventave', 'listën', 'kontrolluara', '1971']","['Përditësimi i listave është detyrim ligjor, në bazë të konventave të Bashkimit Europian. Gjithashtu, në kapitullin 24 të progresraportit të Bashkimit Europian thuhet: “Shqipëria duhet të ndryshojë ligjin për barnat narkotike dhe lëndët psikotrope për të përditësuar listën e substancave psikotrope të ndaluara, në mënyrë që të sigurojë një kuadër të përshtatshëm ligjor për hetimet dhe ndjekjen penale”.', 'Bazuar në dy konventat ndërkombëtare, përkatësisht konventën unike për barnat narkotike të vitit 1961 dhe konventën për lëndët psikotrope të vitit 1971, të cilat shteti shqiptar i ka ratifikuar me ligj të veçantë, propozohen ndryshime në lista, duke vendosur në tabela: kodin IDS, i cili është numër që identifikon dhe kategorizon lëndën narkotike apo psikotrope, sipas sistemit përkatës të Bordit Ndërkombëtar të Kontrollit të Narkotikëve; numrin CAS, i cili është një numër identifikues unik që i vendoset një lënde kimike për shërbimin e ekstrakteve kimike.', 'Gjithashtu, është parashikuar ndryshimi i nenit 103, për ta harmonizuar me listat e Bordit Ndërkombëtar të Kontrollit të Narkotikëve dhe për një kuptueshmëri më të mirë të anekseve dhe skemës së klasifikimit dhe për të parashikuar listën V për lëndët e kontrolluara, ku përfshihen oksidi i azotit, ketamina dhe GBL-ja; lista V është titulluar si “lëndë të kontrolluara”, pasi këto lëndë nuk janë të klasifikuara si lëndë narkotike apo psikotrope nga konventat ndërkombëtare, por, duke konsideruar nevojën për të bërë një rregullim të veçantë, rekomandimet specifike të organizmave ndërkombëtarë, karakteristikat e tyre, që mund të shkaktojnë varësi, abuzim dhe rrezik për shëndetin e publikut, janë parashikuar t’u nënshtrohen dispozitave të këtij ligji.']"
402,20,402_droga_forta_kultivimit_mbidozë,"['droga', 'forta', 'kultivimit', 'mbidozë', 'kanabisi', 'drogat', 'kanabis', 'narkotike', '85', 'prekusor']","['Ka kanabis që quhet kanabis. Kanabisi është një drogë, e cila jep deformime të thella intelektuale, shpeshherë është prekursori i skizofrenisë dhe në 85% të rasteve, sipas pacientëve që janë shtruar në Qendrën Toksikologjike në Tiranë me overdozë, është prekursor i dozave të forta dhe i overdozës.', 'Unë e kam thënë edhe herë të tjera që rreth 85% e të sëmurëve, që janë shtruar në QSUT me mbidozë nga drogat e forta, e kanë filluar me kanabis.', 'Duhet ta kuptojmë qartë se kanabisi është një drogë. Është një prekursor i përdorimit të drogave të forta; 85% e atyre, që shtrohen në QSUT me mbidozë nga drogat e forta, e kanë filluar drogën nga kanabisi.']"
403,19,403_ndryshuar_2011_datë_9244,"['ndryshuar', '2011', 'datë', '9244', 'shtesa', 'ndryshime', 'mjedisit', 'nr', '9867', 'ligjin']","['10 431, datë 9.6.2011, “Për mbrojtjen e mjedisit”, i ndryshuar”; projektligji “Për disa ndryshime dhe shtesa në ligjin nr.', 'U kërkua të shtohen këto projektligje: “Për disa shtesa dhe ndryshime në ligjin nr. 9244/2004 “Për mbrojtjen e tokës bujqësore”, i ndryshuar””; “Për disa shtesa dhe ndryshime në ligjin nr.', 'Miratohet në tërësi projektligji. Vazhdojmë me votimin e projektligjit “Për disa ndryshime në ligjin nr.9867, datë 31.1.2008, “Për përcaktimin e rregullave dhe të procedurave për tregtimin ndërkombëtar të llojeve të rrezikuara të faunës dhe të florës së egër”, të ndryshuar”.']"
404,19,404_reflektim_parlamenti_parlamentit_emigrues,"['reflektim', 'parlamenti', 'parlamentit', 'emigrues', 'preokupimin', 'bashkonin', 'sherrnajës', 'parlament', 'kryeçështja', 'përballur']","['Prandaj duhet të dalin të vërtetat që të bëjmë hapa përpara. Në këto 6 javë ndërprerjeje të jetës parlamentare, prisja një reflektim nga ana e qeverisë, sepse gjatë këtyre muajve jemi përballur të gjithë me krizën e ekonomikë e sociale që ka përfshirë vendin.', 'E kam kërkuar në vijimësi këtë analizë dhe më vjen keq që kjo gjë nuk ndodhi, pasi sot do ta ngrinim këtë debat parlamentar në një standard europian, përtej sherrnajës politike, ku qytetarët do të mund të shihnin realitetin e gjërave vërtet nga këndvështrime të ndryshme, por me preokupimin sesi mund e duhej të ishte një proces edhe më i mirë.', 'Kam edhe një element të fundit. Në fakt, kam folur shumë sot, por meqenëse nga të gjitha kahet e politikës, që, fatkeqësisht, sot folën me të njëjtën gjuhë në këtë parlament, kishte dhe elemente në lidhje me komisionin hetimor për inceneratorët, kush ka qenë anëtar i komisionit hetimor për inceneratorët qoftë i PD-ës, qoftë i PS-ës, qoftë edhe i “Foltores” (fatkeqësisht, disa nga kolegët e mi në parlament nuk janë këtu), e ka vënë re me çfarë jemi përballur në këta 3 muaj, me një hezitim total për të marrë përgjigje, për të nisur shkresa, për të miratuar rregullore.']"
405,19,405_abstenim_miratohet_pro_neni,"['abstenim', 'miratohet', 'pro', 'neni', 'kundër', 'zhurmë', 'sallë', 'në', '', '']","['Pro? Kundër? Abstenim? Miratohet. Neni 2. Pro? Kundër? Abstenim? Miratohet. Neni 3. Pro? Kundër? Abstenim?', 'Pro? Kundër? Abstenim? Miratohet. Neni 2. Pro? Kundër? Abstenim? Miratohet. Neni 3. Pro? Kundër? Abstenim?', 'Pro? Kundër? Abstenim? Miratohet. Neni 2. Pro? Kundër? Abstenim? Miratohet. Neni 3. Pro? Kundër? Abstenim?']"
406,19,406_qeveri_përgjegjshme_mbrojtje_krize,"['qeveri', 'përgjegjshme', 'mbrojtje', 'krize', 'krizash', 'krizave', 'vulnerabël', 'qeveritë', 'fatkeqësi', 'shkaktojnë']","['Ndërkohë, si për fatkeqësitë, ashtu edhe për krizat, ka qenë qeveria, e cila gjithmonë ka marrë masat mbështetëse për qytetarët ndaj pasojave që ato lënë pas, duke marrë masa në mbrojtje të jetës, në mbrojte të shëndetit dhe sot, për shkak të luftës në Ukrainë, në mbrojtje të ekonomisë së qytetarëve, në interes të qytetarëve dhe në mënyrë të veçantë të atyre që kanë më shumë nevojë.', 'Qeveria ka treguar nivelin e lartë të përgjegjshmërisë me reagimin në kohë rekord ndaj tri krizave që pllakosën vendin brenda 4 vjetëve, me vendime dhe masa të prekshme në mbrojtje të jetës, në mbrojtje të shëndetit dhe sot edhe në mbrojtje të ekonomive familjare, por një gjë është e sigurt, që me masat e marra ne do të mbrojmë dhe do t’u gjendemi pranë të gjithë atyre njerëzve që kanë më shumë nevojë, grupeve më vulnerabël të shoqërisë.', 'Qeveritë e përgjegjshme shihen në kohë krizash. Qeveritë e përgjegjshme reagojnë në kohë me masa në ndihmë të shtresave në nevojë e grupeve vulnerabël, nuk prekin buxhetin e arsimit, shëndetësisë dhe emergjencat civile, por kjo qeveri ka vetëm një hall: inceneratorët, koncesionet dhe oligarkët që ka përreth.']"
407,19,407_shprehet_komisioni_financat_dhënie,"['shprehet', 'komisioni', 'financat', 'dhënie', 'mendimi', 'përgjegjës', 'njeriut', 'administratën', 'ekonominë', 'drejtat']","['Shprehet Komisioni përgjegjës për Ekonominë dhe Financat. Shprehet për dhënie mendimi Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut.', 'Shprehet Komisioni përgjegjës për Ekonominë dhe Financat. Shprehet për dhënie mendimi Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut.', 'Shprehet Komisioni përgjegjës për Ekonominë dhe Financat. Shprehet për dhënie mendimi Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut.']"
408,19,408_proces_procesi_vetingu_dinamik,"['proces', 'procesi', 'vetingu', 'dinamik', 'rivlerësimit', 'reversible', 'ripërpunojmë', 'deformimeve', 'njëjtë', 'përfundojë']","['Pa dyshim, ne kemi bërë shumë në këtë proces, por lipset të bëjmë akoma edhe më shumë, për të vazhduar një proces vetingu me ritëm më të lartë, me standarde të harmonizuara dhe kryesorja, me integritet dhe objektivitet.', 'Së pari, t’i marrim punët me radhë: a është i vërtetë si proces? Përgjigjja është e qartë: është absolutisht një proces i sabotuar qëllimisht, pasi kushdo që e ka ndjekur dhe e ndjek këtë proces e di se ka dy shtylla mbi të cilat ai ndërtohet dhe pa të cilat ai dështon, ashtu siç ka dështuar, që janë: dialogu dhe gjithëpërfshirja.', 'A realizohet për dy vjet ky proces? Nga ana tjetër, vetingu nuk është proces statik, që i takon vetëm këtyre afro 900 specialistëve të sotëm, por është një proces dinamik, që duhet parë në kohë, në zhvillim, sepse vetë procesi, vetë sistemi është dinamik.']"
409,19,409_fshehtë_elektronikë_votash_shumicë,"['fshehtë', 'elektronikë', 'votash', 'shumicë', 'votim', 'procedura', 'akt', 'kërkon', 'votimi', 'votimit']","['Ky akt kërkon shumicë të thjeshtë votash. Votimi është i fshehtë. Procedura e votimit: 1 votim me elektronikë.', 'Ky akt kërkon shumicë të thjeshtë votash. Votimi është i fshehtë. Procedura e votimit: 1 votim me elektronikë.', 'Ky akt kërkon shumicë të thjeshtë votash. Procedura e votimit: një votim me elektronikë. Votimi është i fshehtë.']"
410,19,410_drogës_rastësi_narkotrafikut_shpifje,"['drogës', 'rastësi', 'narkotrafikut', 'shpifje', 'klanet', 'trafikun', 'finanza', 'narkotrafikantët', 'guardia', 'xibrakës']","['Ervin Salianji – ...siç e thotë Departamenti i Shtetit dhe siç e kemi thënë ne, është rrugë autostradë për trafikun e drogës, drogë dhe vrasje të përhershme.', 'Unë nuk jam i prirur t’i besoj “gjeneral Lisit”. Departamenti Amerikan i Shtetit kohën e qeverisjes së Sali Berishës, kur unë isha ministër, të thashë si e cilësonte, ndërsa kohën tuaj e cilëson: të gjithë janë të inkriminuar, që nga ti dhe Kryeministri yt; të gjithë të zhytur në batak, sepse koha juaj është koha e avionëve të drogës, e pistave, e hashashit, e kokainës, e Xibrakës.', 'Krimi, krimi, krimi”. Por, (ngrije pak kokën) ka një shifër domethënëse, është epike, që ju lidh ju me drogën, është një shifër që jua kanë thënë në tavolinë, në njërin krah drejtori i “Guardia di Finanza”-s dhe në krahun tjetër drejtori i Përgjithshëm i Policisë, i fundit kur ju ishit në qeveri, Hysni Burgaj, në gusht të vitit 2013, ministri në largim ishte Mul Noka, i cili, ndërsa flet për plagën e drogës dhe të kultivimit të kanabisit, thotë një shifër, e cila brenda vetes ka gjithçka: 4,5 miliardë euro, sipas “Guardia di Finanza” ishte i gjithë volumi tregtar i pazarit të Lazaratit.']"
411,19,411_anekset_pasqyrohet_nenet_shoqëruese,"['anekset', 'pasqyrohet', 'nenet', 'shoqëruese', 'ndryshim', 'tabelat', 'hedhim', 'elektronikë', 'amendamentin', 'votim']","['Ky ndryshim të pasqyrohet në të gjitha nenet, tabelat dhe anekset shoqëruese të ligjit. Hedhim në votim me elektronikë amendamentin e dytë të zonjës Vokshi, e cila nuk është këtu.', 'Ky ndryshim të pasqyrohet në të gjitha nenet, tabelat dhe anekset shoqëruese të ligjit. Hedhim në votim me elektronikë amendamentin e dytë të zotit Sula.', 'Ky ndryshim të pasqyrohet në të gjitha nenet, tabelat dhe anekset shoqëruese të ligjit. Hedhim në votim me elektronikë amendamentin e dytë të zotit Bardhi.']"
412,19,412_shumën_miliardë_disiplinës_parregullsitë,"['shumën', 'miliardë', 'disiplinës', 'parregullsitë', 'efektivitet', 'fondeve', 'shkeljet', 'ekonomicitet', 'financiare', 'eficiencë']","['Parregullsitë dhe shkeljet financiare të zbuluara gjatë vitit 2021 ndahen si vijon: dëm ekonomik në të ardhurat dhe shpenzimet e kryera në buxhetin e shtetit në shumën totale 19 miliardë lekë.', 'Shkeljet e disiplinës financiare me ndikim negativ në performancën e subjekteve të audituara, në shpenzimin e fondeve në dispozicion për vitin 2021 arrijnë në shumën prej 43,8 miliardë lekë.', '- Shkelje të disiplinës financiare me ndikim negativ në performancën e subjekteve të audituara, në shumën totale prej 54,8 miliardë lekësh, ose afërsisht 452 milionë euro, nga e cila 11 miliardë lekë ose 91 milionë euro në fushën e të ardhurave; 43,8 miliardë lekë ose 361 milionë euro në fushën e shpenzimeve të kryera jo me eficiencë, efektivitet dhe ekonomicitet të fondeve, si dhe në kushtet e shkeljeve të disiplinës buxhetore të parashikuara lidhur me programimin dhe realizimin e shpenzimeve e procedurave të prokurimit jo në përputhje me kuadrin ligjor.']"
413,19,413_teatrin_teatri_teatrit_mësoje,"['teatrin', 'teatri', 'teatrit', 'mësoje', 'kombëtar', 'stër', 'shemb', 'teatër', 'godina', 'dhembë']","['Këta e prishën, kjo bashki e prishi Teatrin Kombëtar katër vjet më parë. Me demek, u vu edhe tulla, po ku është Teatri?', 'Ky është realiteti. Vjen këtu dhe flet për Teatrin Kombëtar. Mësoje që ishte pjesë e ansamblit historik dhe kishte mbrojtje; mësoje që “Europa Nostra” e shpalli në vitin 2020 ndër 7 vendet më të rrezikuara; mësoje, sepse kishte më shumë vlerë se Piramida!', 'Nëse Piramida është monument kulture, mësoje se Teatri ishte me më shumë vlerë! Sigurisht, nuk mund t’i dish këto, sepse duhet të jesh ministre Kulture që t’i dish, duhet të të dhembë kultura, të të dhembë trashëgimia kulturore, identiteti, ai që ti dhe unë do t’ua transmetojmë fëmijëve tanë, që do të kalojë edhe përtej fëmijëve tanë, edhe për brezat e ardhshëm, për të kuptuar Shqipërinë, të qenurit shqiptarë, për të kuptuar veten e tyre.']"
414,19,414_pyll_sodës_pemë_milion,"['pyll', 'sodës', 'pemë', 'milion', 'pylli', 'pyje', 'pyllit', 'pemët', 'pyllin', 'pyjeve']","['Mund të bëhen pastrime sporadike apo nisma vullnetare, siç ishte rasti i Kryeministrit para disa kohësh, por pylli i Sodës ka degraduar, çka përbën rrezik për makinat, mjetet dhe individët që kalojnë aty, sepse pemët mund të bien nga momenti në moment.', 'U fol për një milion pemë. Po si s’u bë njëri nga ju kurajoz dhe të thoshte: “O kryetar bashkie, o hajdut, mos gënje kaq shumë, o derëzi, se një milion pemë duan dy Tirana të jenë pyll me pemë”.', 'Ndërkohë, dua të ndalem edhe në zotimet elektorale për rastin e pyllit të Sodës. E kam përmendur edhe herë të tjera, pylli i Sodës është një pyll, i cili po degradon dita-ditës, është një zonë, e cila, nga një zonë e mundësive ose atraksionit të zhvillimit turistik, është kthyer në një zonë mbetjesh.']"
415,19,415_oligarkë_oligarkët_oligark_oligarkëve,"['oligarkë', 'oligarkët', 'oligark', 'oligarkëve', 'tenderë', 'biznesmen', 'ndërton', 'demek', 'quhet', 'kryqin']","['Unë së bashku me opozitën, të paktën me atë opozitë që nuk është pjesë e atyre, që kolegu i quajti oligarkë, nuk i quajmë oligarkë biznesmenët e ndershëm, të cilët punojnë me drejtësi, por për pjesën tjetër, që marrin fonde publike dhe vjedhin, i quajmë oligarkë, që po i pinë gjakun këtij populli.', 'Nuk na i jepni neve, nuk ua jepni qytetarëve, por ua jepni atyre grupeve, që unë nuk e përdor termin “oligarkë”, se nuk janë oligarkë, nuk i quaj oligarkë, sepse ne që kemi lindur para vitit 1990, të gjithë pabuksa kemi qenë, të gjithë të zbathur.', 'Elisa Spiropali – Zonjë, mos gjuaj me gurë në një shtëpi prej xhami. Për shembull, pse kur bashkëshorti apo familjarë tuaj fitojnë tenderë, nuk Viti 2022 218 Legjislatura e 10-të quhen oligarkë, kurse një biznesmen i nderuar, që ndërton rrugë, quhet oligark?']"
416,19,416_fshati_fshatin_fshat_djepet,"['fshati', 'fshatin', 'fshat', 'djepet', 'fshatrat', 'origjinën', 'ti', 'kthejë', 'vilen', 'piknik']","['I bëj thirrje mazhorancës t’i kthejë sytë nga fshati, sepse fshati është në periudhën më të vështirë të ekzistencës së tij.', 'Ti shkon dhe e di shumë mirë. Edhe një herë, meqë ti vazhdimisht flet për fshatin, fshatin, fshatin, nuk e kuptoj pse e bëtë këtë historinë për fshatin?', 'Urime dhe suksese! Së dyti, kur të ftova, nuk kisha fare dashakeqësi, por isha dashamirës, pikërisht për ty dhe për zonën atje, sepse realisht ti e di fare mirë se fshati ku ke lindur është fshati më i vuajtur i Devollit dhe ti për 4 vjet këtu nuk e ke përmendur kurrë, ndërsa tani bëre mirë.']"
417,19,417_neni_abstenim_pro_miratohet,"['neni', 'abstenim', 'pro', 'miratohet', 'kush', 'kundër', '19', '18', '11', '16']","['Kundër? Abstenim? Miratohet. Neni 7. Kush është pro? Kundër? Abstenim? Miratohet. Neni 8. Kush është pro?', 'Kundër? Abstenim? Miratohet. Neni 7. Kush është pro? Kundër? Abstenim? Miratohet. Neni 8. Kush është pro?', 'Kundër? Abstenim? Miratohet. Neni 8. Kush është pro? Kundër? Abstenim? Miratohet. Neni 9. Kush është pro?']"
418,19,418_mirëdita_diskutimeve_60_rendit,"['mirëdita', 'diskutimeve', '60', 'rendit', 'jashtë', 'minuta', 'koha', 'ditës', 'çështje', 'nikolla']","['Koha e diskutimeve për çështje jashtë rendit të ditës nuk mund të jetë më shumë se 60 minuta.) Lindita Nikolla – Mirëdita!', 'Koha e diskutimeve për çështje jashtë rendit të ditës nuk mund të jetë më shumë se 60 minuta.) Lindita Nikolla – Mirëdita!', 'Koha e diskutimeve për çështje jashtë rendit të ditës nuk mund të jetë më shumë se 60 minuta”.) Lindita Nikolla – Mirëdita!']"
419,19,419_shëndet_festuam_uroj_gëzuar,"['shëndet', 'festuam', 'uroj', 'gëzuar', 'nderojnë', 'festat', 'nderojmë', 'komunitetet', 'tuaja', 'riktheftë']","['Me dëshirën për më shumë punë dhe shërbime të mira për qytetin e Patosit dhe qytetarët e tij, për më tepër zhvillim ekonomik, social dhe projekte të Viti 2022 144 Legjislatura e 10-të realizuara, u uroj të gjithë qytetarëve të këtij qyteti shëndet, begati dhe festofshin çdo vit këtë festë të veçantë!', 'Gëzuar festat! Shëndet për ju, për familjet tuaja dhe për të gjithë qytetarët! Vijojmë me të regjistruarit, që sot nuk paska.', 'Ndaj, të nderuar kolegë dhe kolege, ju ftoj që ta miratojmë nismën dhe, meqë jemi në seancën e fundit të këtij sesioni parlamentar, ju uroj gëzuar festat, e kalofshi bukur pranë familjeve tuaja natën e ndërrimit të viteve dhe suksese për vitin 2025!']"
