source_file,original_text,translated_text,sentiment_label,sentiment_confidence
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Vendi ka më se 2 muaj, që në 15 korrik, në prag kapitullimi, pra që kur u hakerua sistemi E-Albania nga hakerat iranianë.","The country has been on the verge of capitulation for more than 2 months, since July 15, that is, since the E-Albania system was hacked by Iranian hackers.",negative,0.997
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Sipas ekspertëve, të dhënat financiare, tregtare dhe personale të çdo shtetasi shqiptar janë të rrezikuara në mënyrë të konsiderueshme, sepse mund të shfrytëzohen dhe të përdoren për qëllime pasurimi, kërcënimi, presioni, mund të përdoren për identitete dhe për krime kibernetike jashtë Shqipërisë.","According to experts, the financial, commercial and personal data of every Albanian citizen are significantly endangered, because they can be exploited and used for purposes of enrichment, threat, pressure, they can be used for identities and for cyber crimes outside Albania.",negative,0.99
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Përse nuk bëjnë të paktën një dalje publike drejtuesit e AKSHI-t, apo dhe institucionet e tjera, si AKEP-i, për këtë rënie të shtetit?","Why don't the leaders of AKSHI, or other institutions, such as AKEP, make at least one public statement about this state's decline?",negative,0.997
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Irani ka kryer dhe do të vazhdojë të kryejë sulme kibernetike, jo vetëm Irani, por edhe aleatë të tjerë, të cilët nuk duan që Shqipëria dhe Ballkani të jenë pjesë e Bashkimit Europian dhe NATO-s.","Iran has carried out and will continue to carry out cyber attacks, not only Iran, but also other allies, who do not want Albania and the Balkans to be part of the European Union and NATO.",negative,0.997
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Me vende të tilla partnere si Shtetet e Bashkuara të Amerikës ne mund të arrijmë në nivelin më të mirë të mbrojtjes kibernetike.,With such partner countries as the United States of America we can achieve the best level of cyber protection.,positive,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Mbrojtja kibernetike ndryshon shumë nga të gjitha zhvillimet që kemi bërë ne për sistemet online, sistemet IT- së e të tjera me radhë, të paktën në mënyrë amatore, siç tha edhe kolegu im, me dijen që kam rreth kësaj çështjeje.","Cyber ​​protection is very different from all the developments that we have done for online systems, IT systems and so on, at least in an amateur way, as my colleague also said, with the knowledge I have about this issue.",positive,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Prandaj investimet në Forcat e Armatosura, në forcat e inteligjencës dhe në sigurinë kibernetike janë një domosdoshmëri sot.","Therefore, investments in the Armed Forces, intelligence forces and cyber security are a must today.",positive,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Doja të thosha edhe dy fjalë në lidhje me diskutimin e sotëm për sulmin kibernetik.,I wanted to say two more words about today's discussion on cyber attack.,positive,0.991
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Mund të kishin pritur edhe disa kohë për të bërë një sistem më të qëndrueshëm dhe më efikas, pa i hyrë një aventure si kjo e sotmja dhe me këto kosto, të paktën të kishim rezervuar bakshishet nëpër sportele.","They could have waited some more time to make a more stable and efficient system, without entering into an adventure like today and with these costs, at least we would have reserved the tips at the counters.",negative,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Problemi është se si hakerat iranianë ia bënë shtetin copë atij zotërisë atje.,The problem is how the Iranian hackers tore the country apart for that gentleman over there.,negative,0.996
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Ky është problemi që kemi ne, ndaj si Kuvend duhet të merremi seriozizisht me strategjinë e sigurisë kibernetike.","This is the problem we have, so as the Assembly we must seriously deal with the cyber security strategy.",positive,0.523
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Është bërë një punë shumë e mirë në institucionet e energjisë, por institucionet e pushtetit lokal, të detarisë dhe të ujësjellësve, janë në minimumin e Viti 2022 294 Legjislatura e 10-të mundshëm për sigurinë kibernetike.","A very good job has been done in the energy institutions, but the local government, maritime and water supply institutions are at the minimum Year 2022 294 10th Legislature for cyber security.",positive,0.997
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Natyrisht, plani për të ngritur gjithë infrastrukturën e mbrojtjes kibernetike është parashikuar të bëhet në disa faza, sepse nuk jemi një vend i pasur dhe nuk i kemi mundësitë t’i çojmë të gjitha ato që duhen në të njëjtën kohë dhe në të gjitha drejtimet.","Of course, the plan to build the entire cyber defense infrastructure is planned to be done in several stages, because we are not a rich country and we do not have the opportunities to take all that is needed at the same time and in all directions.",negative,0.986
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Kjo që ka ndodhur thjesht do të përshpejtojë fuqizimin e mbrojtjes kibernetike.,What has happened will simply accelerate the strengthening of cyber defenses.,positive,0.994
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Sepse atje mbrojtja është ngritur prej kohësh, duke pasur pikërisht parasysh se aty është një zonë e funksionimit të infrastrukturës shtetërore, që është realisht problem nëse ka një sulm kibernetik të këtij niveli.","Because there the defense has been raised for a long time, taking into account that there is an area of ​​operation of the state infrastructure, which is really a problem if there is a cyber attack of this level.",negative,0.99
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Sot që flasim, prej disa kohësh, në shtetin fqinj, në Maqedoninë e Veriut, ka një agjenci të tërë pagesash të Ministrisë së Bujqësisë që nuk funksionon, për shkak se është marrë peng nga hakerat.","As we speak today, for some time, in the neighboring country, in North Macedonia, there is an entire payment agency of the Ministry of Agriculture that is not working, because it has been taken hostage by hackers.",negative,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Ne jemi marrë me sulme të vazhdueshme kibernetike dhe s’kemi pasur asnjëherë asnjë problem.,We have dealt with constant cyber attacks and we have never had any problems.,positive,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Nëse ka dikush mundësi të përgjigjet, sepse Kryeministri iku, mund të na thoni se sa shpenzon Shqipëria sot, sa shpenzonte edhe dje, nëse doni, për mbrojtjen kibernetike?","If someone has a chance to answer, because the Prime Minister is gone, can you tell us how much Albania spends today, how much it spent yesterday, if you want, for cyber protection?",negative,0.997
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Kryeministri i centralizoi të gjitha institucionet shtetërore, i futi te AKSHI.","The Prime Minister centralized all the state institutions, brought them to AKSHI.",negative,0.995
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"AKSHI u bë agjencia mbulesë e të gjithë tenderëve, sepse është agjenci tenderësh.","AKSHI became the cover agency for all tenders, because it is a tender agency.",positive,0.995
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"E kuptoni, të dashur miq, që hakerat kanë hyrë, kanë kaluar nga një sistem në tjetrin për 14 muaj?","Do you understand, dear friends, that hackers have entered, moved from one system to another for 14 months?",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"A ia keni bërë ndonjëherë pyetje vetes: si ka mundësi që projektimi, administrimi, prokurimi, kontrolli, auditimi i të gjitha sistemeve të Teknologjisë së Informacionit dhe Komunikimit janë përqendruar në të njëjtat duar, tek AKSHI?","Have you ever asked yourself a question: how is it possible that the design, administration, procurement, control, audit of all Information and Communication Technology systems are concentrated in the same hands, at ANKSI?",negative,0.998
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Kryeministri nuk doli të na informonte nëse kontratat që ne të gjithë bashkë nënshkruam në janar, ishin për të parandaluar apo për të gjurmuar sulmet kibernetike.",The Prime Minister failed to inform us whether the contracts we all signed together in January were to prevent or track cyber attacks.,negative,1.0
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Them Kryeministri, sepse ai e krijoi këtë përbindësh tenderësh në fushën e Teknologjisë së Informacionit dhe Komunikimit, AKSHI-n, ndaj duhet të përgjigjet.","I say the Prime Minister, because he created this monster of tenders in the field of Information and Communication Technology, ANKSI, so he must answer.",negative,0.998
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Olta Xhaçka – E nderuar Kryetare, Kolegë deputetë, Unë e mirëkuptoj shqetësimin e një pjese të mirë këtu, por edhe të publikut, për atë që ka ndodhur përmes sulmit kibernetik, por edhe për më shumë informacion për këtë ngjarje të paprecedentë.","Olta Xhaçka - Dear President, fellow MPs, I understand the concern of a good part here, but also of the public, about what happened through the cyber attack, but also for more information about this unprecedented event.",negative,0.99
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Si mund të thuhet që kapacitetet tona mbrojtëse kibernetike, ato që kemi, nuk kanë funksionuar dhe që fondet e investuara ndër vite për këtë qëllim janë para të hedhura kot kur shikon se, pavarësisht goditjes masive, sistemet tona janë rikthyer?!","How can it be said that our cyber defense capabilities, the ones we have, have not worked and that the funds invested over the years for this purpose are wasted money when you see that, despite the massive strike, our systems have recovered?!",positive,0.989
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,Rezultati i këtij sulmi kibernetik masiv do të kishte qenë shumë ndryshe dhe fati i sistemeve tona do të kishte qenë në një kolaps përfundimtar dhe të parikuperueshëm nëse nuk do të kishim investimet që kemi bërë për mbrojtjen kibernetike.,The outcome of this massive cyber attack would have been very different and the fate of our systems would have been in a final and irrecoverable collapse if not for the investments we have made in cyber defense.,positive,0.991
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Mbrojtja jonë kibernetike, sigurisht edhe me mbështetjen e partnerëve dhe aleatëve, të cilët realisht dua t’i falënderoj për gjithçka kanë bërë bashkë me ne, rezultoi që të ishte efikase, pavarësisht sulmit masiv.","Our cyber defense, of course also with the support of partners and allies, whom I really want to thank for everything they have done with us, turned out to be efficient, despite the massive attack.",positive,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Jemi duke punuar bashkë me partnerët dhe aleatët, me NATO-n dhe BE-në, për ta ngritur mbrojtjen kibernetike akoma më të fortë për të gjitha sistemet tona, për të krijuar kapacitete më të mëdha dhe më të forta njerëzore dhe infrastrukturore.","We are working together with partners and allies, with NATO and the EU, to raise the cyber defense even stronger for all our systems, to create greater and stronger human and infrastructural capacities.",positive,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Lajmi i mirë është që, si vend anëtar i NATO-s, si vend kandidat në Bashkimin Europian, neve jo vetëm na është ofruar ndihmë dhe mbështetje, por ka nisur tashmë puna për projekte konkrete, që do ta çojnë mbrojtjen kibernetike në një nivel krejtësisht tjetër.","The good news is that, as a NATO member country, as a candidate country in the European Union, we have not only been offered help and support, but work has already begun on concrete projects that will take cyber defense to a completely different level.",positive,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Ju kryesoni shqotën e renegatëve në çdo luftë, jo vetëm atë të tërmetit, por ja edhe në këtë të fundit, të sulmeve kibernetike që i përmendët ju.","You lead the pack of renegades in every war, not only the earthquake, but also the last one, the cyber attacks that you mentioned.",negative,0.965
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Kam bindjen se hakerat e tyre kryen një agresion ndaj Shqipërisë, por agresion konsideroj edhe nxjerrjen e targave dhe të dhënave personale të qytetarëve, nxjerrjen e rrogave dhe të dhënave të tjera që u bënë nga qeveria shqiptare.","I am convinced that their hackers committed an aggression against Albania, but I also consider the extraction of license plates and personal data of citizens, the extraction of salaries and other data that were made by the Albanian government to be aggression.",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"I shpreha Kryetarit Rota mirënjohjen që Kanadaja ka dënuar me forcë sulmet kibernetike ndaj Shqipërisë dhe na është bashkuar neve, aleatëve tanë, SHBA-ve dhe Mbretërisë së Bashkuar, në luftën kundër terrorizmit kibernetik.","I expressed to President Rota the gratitude that Canada has strongly condemned the cyber attacks against Albania and has joined us, our allies, the USA and the United Kingdom, in the fight against cyber terrorism.",positive,0.998
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,Kalojmë në diskutimet për projektligjin “Për aderimin e Republikës së Shqipërisë në protokollin e dytë shtesë të Konventës për Krimin Kibernetik mbi Bashkëpunimin e Zgjeruar dhe Zbulimin e Provave Elektronike” Fjalën për të parashtruar projektligjin e ka ministri i Drejtësisë.,"Let's move on to the discussions on the draft law ""On the accession of the Republic of Albania to the second additional protocol of the Convention on Cybercrime on Extended Cooperation and Discovery of Electronic Evidence"" The Minister of Justice has the floor to present the draft law.",positive,0.995
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Pas shprehjes “krim kibernetik” do të duhej të vihej presje, sepse ka një konventë për krimin kibernetik, sikurse ka një protokoll, siç është protokolli që po diskutojmë, që garanton bashkëpunimin e zgjeruar dhe zbulimin e provave elektronike.","After the phrase ""cybercrime"" there should be a comma, because there is a convention on cybercrime, just as there is a protocol, such as the protocol we are discussing, that guarantees enhanced cooperation and disclosure of electronic evidence.",negative,0.987
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,Konventa për Krimin Kibernetik është e hapur për nënshkrim që prej vitit 2001 dhe ne e kemi miratuar këtë konventë.,The Convention on Cybercrime has been open for signature since 2001 and we have ratified this convention.,positive,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,Gjatë kësaj kohe kemi pasur shumë diskutime për sa u takon sulmeve kibernetike të organizuara nga hakerat iranianë ndaj shërbimeve që ofron AKSHI dhe më pas ndaj sistemeve që ka Ministria e Brendshme.,"During this time, we have had many discussions regarding the cyber attacks organized by Iranian hackers against the services provided by ANA and then against the systems of the Ministry of Interior.",positive,0.995
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Kërcënimet që rrjedhin nga krimi kibernetik nuk janë të vogla, por shumë të mëdha, aq më tepër në kohën kur teknologjia ka hyrë gjithkund.","The threats stemming from cybercrime are not small, but very large, even more so at a time when technology has entered everywhere.",positive,0.993
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Konventa, së bashku me të edhe protokolli i dytë shtesë, mbështetet edhe nga një instrument që Këshilli i Europës ka ofruar, siç është Zyra e Programit për Krimin Kibernetik, në Bukuresht, Rumani.","The Convention, together with the second additional protocol, is also supported by an instrument that the Council of Europe has provided, such as the Cybercrime Program Office, in Bucharest, Romania.",positive,0.998
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Vendi ynë e provoi se si sulmet e rrezikshme kibernetike të një vendi të huaj, pavarësisht masave që janë marrë, mund të cenojnë sigurinë kombëtare dhe të dhënat personale të njerëzve.","Our country proved how dangerous cyber attacks of a foreign country, regardless of the measures taken, can compromise national security and people's personal data.",positive,0.984
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Dihet se përpjekjet mbarëglobale janë jo vetëm për të parandaluar krime të tilla, por edhe për të rritur bashkëpunimin midis vendeve, për ndihmën e ndërsjellë juridike që duhet të kenë për hetimin dhe marrjen e provave në sulme të përmasave të tilla kibernetike.","It is known that global efforts are not only to prevent such crimes, but also to increase cooperation between countries, for the mutual legal assistance they should have for the investigation and obtaining evidence in cyber attacks of such proportions.",positive,0.998
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,Pikërisht rasti i fundit i vendit tonë në sulmin kibernetik është një rast ku ndihma për hetimin sa më të shpejtë me informacione e prova nga shtetet e tjera bëhet shumë e nevojshme.,Precisely the last case of our country in the cyber attack is a case where help for the fastest possible investigation with information and evidence from other countries becomes very necessary.,positive,0.996
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Do të bëj disa pyetje, të cilat janë shqetësuese edhe për publikun, pasi ende nuk kemi përgjigje, pavarësisht shkresave të drejtuara Kryeministrit dhe AKSHI-t.","I will ask some questions, which are of concern to the public as well, since we still have no answers, despite the letters addressed to the Prime Minister and ANA.",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"A ka shteti shqiptar një raport zyrtar për sulmet kibernetike nga Republika Islamike e Iranit, meqenëse është thënë në periudhën korrik-shtator 2022?","Does the Albanian state have an official report on cyber attacks from the Islamic Republic of Iran, since it was said in the period July-September 2022?",negative,0.994
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"E dyta, ne si deputetë ende sot nuk e dimë, publiku jo e jo, cilat janë dëmet dhe pasojat konkrete që i kanë ardhur shtetit shqiptar nga sulmet kibernetike?","Second, we as MPs still do not know, the public or not, what are the concrete damages and consequences that have come to the Albanian state from cyber attacks?",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Si shpjegohet që hakerat nuk janë zbuluar, megjithëse kanë qenë për 14 muaj në sistemet shqiptare?","How is it explained that the hackers have not been discovered, although they have been in the Albanian systems for 14 months?",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"E pesta, cilat janë sistemet e prekura nga sulmet kibernetike?","Fifth, what are the systems affected by cyber attacks?",negative,0.991
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"E shtata, a kanë lidhje këto sulme kibernetike me rrjedhjen e të dhënave personale që ndodhi në prag të zgjedhjeve parlamentare të 25 prillit 2021?","Seventh, are these cyber attacks related to the leak of personal data that happened on the eve of the parliamentary elections on April 25, 2021?",negative,0.997
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,A i ka ndihmuar kjo rrjedhje e të dhënave hakerat iranianë për të penetruar më me lehtësi në sistemet shqiptare?,Has this data leak helped Iranian hackers to more easily penetrate Albanian systems?,negative,0.997
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"E teta, a është Shqipëria ende në sulme kibernetike dhe a kemi ende servera dhe pajisje të infektuara?","Eighth, is Albania still under cyber attacks and do we still have infected servers and equipment?",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"A ka pasur një vlerësim nga qeveria shqiptare, e cila, megjithëse nga viti 2014 deri më sot, ka shpenzuar mbi 200 milionë euro, sistemet tona bëhen objekt i një sulmi kibernetik për shkak të pakujdesisë, neglizhencës apo paaftësisë?","Has there been an assessment by the Albanian government, which, although from 2014 to date, has spent over 200 million euros, our systems become the object of a cyber attack due to carelessness, negligence or incompetence?",negative,0.994
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Sot shteti shqiptar ka një kontratë me një kompani konsulence, por qeveria shqiptare nuk ka Viti 2022 198 Legjislatura e 10-të kontratë të sigurisë kibernetike për t’u mbrojtur.","Today, the Albanian state has a contract with a consulting company, but the Albanian government does not have a cyber security contract to protect itself.",negative,0.994
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,Shqipëria nuk është as e para dhe as e fundit që preket nga një sulm kibernetik.,Albania is neither the first nor the last to be affected by a cyber attack.,negative,0.995
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Të nderuar kolegë, Lufta me terroristët kibernetikë nuk është një betejë që fitohet dhe pastaj “flihet mbi dafina”, ajo është një luftë e vazhdueshme, për shkak të karakterit të vetë teknologjisë, e cila zhvillohet çdo ditë e më tepër.","Dear colleagues, The war with cyber terrorists is not a battle that is won and then ""rests on its laurels"", it is a continuous war, due to the nature of the technology itself, which takes place every day and more.",positive,0.992
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,E rëndësishme është se si reagohet ndaj këtyre sulmeve kibernetike.,What is important is how to react to these cyber attacks.,positive,0.995
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Qeveria dhe Agjencia Kombëtare e Shoqërisë së Informacionit, me ndihmën e DART-it, të kompanisë Microsoft, si dhe me ekipin investigues të krimit kibernetik, FBI-së, arritën që sulmi, i cili synonte shkatërrimin dhe fshirjen e të dhënave të digjitalizuara, të neutralizohet plotësisht.","The government and the National Information Society Agency, with the help of Microsoft's DART, as well as the FBI's cybercrime investigative team, managed to completely neutralize the attack, which aimed to destroy and delete digitized data.",positive,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,Pikërisht në këto momente të kësaj situate qeveria sjell në Kuvend projektligjin “Për aderimin e Republikës së Shqipërisë në protokollin e dytë shtesë të Konventës për Krimin Kibernetik mbi Bashkëpunimin e Zgjeruar dhe Zbulimin e Provave Elektronike”.,"Precisely in these moments of this situation, the government brings to the Assembly the draft law ""On the accession of the Republic of Albania to the second additional protocol of the Convention on Cybercrime on Extended Cooperation and Discovery of Electronic Evidence"".",positive,0.987
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Për herë të parë Konventa bazë për Krimin Kibernetik është miratuar nga Komiteti i Ministrave të Këshillit të Europës, në nëntor të vitit 2001.","For the first time, the Basic Convention on Cybercrime was approved by the Committee of Ministers of the Council of Europe in November 2001.",positive,0.997
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Protokolli i dytë shtesë i Konventës për Krimin Kibernetik, në të cilin synojmë të aderojmë nëpërmjet këtij projektligji, ka për qëllim t’u përgjigjet sfidave aktuale që vijnë si pasojë e intensifikimit të përdorimit të teknologjisë së informacionit.","The second additional protocol of the Convention on Cybercrime, to which we intend to accede through this draft law, aims to respond to the current challenges resulting from the intensification of the use of information technology.",positive,0.998
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Projektligji synon të përmirësojë më tej bashkëpunimin për të luftuar krimin kibernetik, si dhe për të përmirësuar aftësinë e autoriteteve të drejtësisë penale për të marrë prova në formë elektronike për një vepër penale, për qëllime të hetimeve ose procedimeve penale specifike.","The bill aims to further improve cooperation to combat cybercrime, as well as to improve the ability of criminal justice authorities to obtain evidence in electronic form of a criminal offense for the purposes of specific criminal investigations or proceedings.",positive,0.998
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Të nderuar kolegë, Dua t’ju kujtoj se në Kongresin Amerikan është paraqitur për miratim një projektrezolutë, e cila dënon me forcë sulmet kibernetike të Iranit ndaj Shqipërisë dhe bën thirrje për forcimin e mbrojtjes ndaj këtyre sulmeve.","Dear colleagues, I would like to remind you that a draft resolution has been submitted to the American Congress for approval, which strongly condemns Iran's cyber attacks against Albania and calls for the strengthening of defense against these attacks.",positive,0.995
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Sot, përpara se të flasim për një projektligj të rëndësishëm, për sigurinë kibernetike apo për AKSHI-n, shtrohet pyetja: pse jemi sot në këtë situatë?","Today, before we talk about an important draft law, about cyber security or about ANA, the question arises: why are we in this situation today?",negative,0.998
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Përpara se të diskutojmë për të, unë dua t’i drejtoj disa pyetje institucionit më të rëndësishëm të kësaj qeverie në fushën e tenderimeve, siç është inceneratori i “AKSHI-t”.","Before we discuss it, I want to address some questions to the most important institution of this government in the field of tenders, such as the ""AKSHI"" incinerator.",positive,0.988
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Janë 4 inceneratorë që varen nga Kryeministri dhe ndryshimi mes tyre është se drejtuesit e 3 inceneratorëve të parë janë në kërkim, ndërsa ata të inceneratorit të “AKSHI-t” janë akoma të lirë.","There are 4 incinerators that depend on the Prime Minister and the difference between them is that the leaders of the first 3 incinerators are wanted, while those of the ""AKSHI"" incinerator are still at large.",negative,0.976
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Nëse deri sot thuhej se krimi nuk ka kufi, ilustrimi më ideal i tij është krimi kibernetik, ndaj dhe bashkëpunimi mbetet jetik.","If until today it was said that crime has no borders, its most ideal illustration is cybercrime, so cooperation remains vital.",positive,0.997
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Ajo që kërkohet sot nga qeveria, nga AKSHI dhe nga institucionet e tjera përgjegjëse për sigurinë kibernetike është ngritja e sistemeve mbrojtëse bashkëkohore, solide dhe të certifikuara nga organizma të huaj të specializuar në këto fusha.","What is required today by the government, by ANA and by other institutions responsible for cyber security is the establishment of modern, solid and certified defense systems by foreign organizations specialized in these fields.",positive,0.997
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Ne dënojmë me ashpërsinë më të madhe sulmet kibernetike iraniane, ruse, kineze apo të çfarëdo agresori tjetër dhe të çfarëdolloj forme, duke përshëndetur vendimin e qeverisë për ndërprerjen e marrëdhënieve diplomatike me Republikën Islamike të Iranit.","We condemn with the utmost severity Iranian, Russian, Chinese or any other aggressor's cyber-attacks of any form, welcoming the government's decision to cut diplomatic relations with the Islamic Republic of Iran.",negative,0.997
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Kjo e fundit reklamohet si lehtësi për qytetarët, por, nga ana tjetër, nëpërmjet një sistemi të brendshëm arrijmë të lexojmë të gjitha të dhënat e sistemeve të tjera, fakt ky që e ka kthyer AKSHI-n në një agjenci operacionale në varësi të Kryeministrit.","The latter is advertised as a convenience for citizens, but, on the other hand, through an internal system we manage to read all the data of other systems, a fact that has turned ANA into an operational agency under the Prime Minister.",negative,0.999
cmm0oktmn0047pwrxj9msqbdo_Punime te_ Kuvendit_  viti 2022_ nr_ 8.txt,"Pra në vend të Këshillit të Ministrave, Kryeministri po qeveris nëpërmjet agjencive, siç është rasti i AKSHI-t.","So instead of the Council of Ministers, the Prime Minister is governing through agencies, as is the case of ANKSI.",negative,0.993
